path,category,git_state,likely_role,risk_level,recommended_action,rationale
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0063_ChatGPT_Image_8__202.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0064_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0065_photo.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0066_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0067_photo_2024-02-04_161.jpeg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0068_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0069_photo.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0070_photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0071_IGOR7822_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0072_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0073_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0074_img_CIFBSRn7nDU1nd5V.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0075__3.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0076_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0077_photo.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0078_IMG_2211_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0079__5.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0080__12.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0081_photo.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0082_IMG_2208_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0083_EGOR1152-Edit_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0084_photo_2025-10-24_163.jpeg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0085_09066d0d2c3a4aa6db06.webp,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0086_IMG_1517.JPG,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0087_45A010FA-DCCA-4A70-8.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0088_photo1449247526693aa049327be54.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0089_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0090_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0091_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0092_ChatGPT_Image_18__20.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0093_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0094__53_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0095_scale_1200.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0096_ChatGPT_Image_8__202.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0097_WhatsApp_Image_2021-.jpeg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0098_photo.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0099_photo_2025-10-24_163.jpeg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0100_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0101_ChatGPT_Image_8__202.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0102_photo_2025-06-14_07-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0103__8.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0104_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0105_noroot.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0106_ChatGPT_Image_8__202.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0107_day.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0108_4LZft2eDW4Y.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0109_IMG_3377_1.jpeg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0110_noroot.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0111_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0112_45A010FA-DCCA-4A70-8.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0113_dc48894a7f3817021a23.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0114_EGOR1103_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0115__6.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0116_63e9322f53ec8ca1b307.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0117_45b1eb46cf5961c2188d.webp,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0118_IGOR1166_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0119_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0120_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0121_Frame_55.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0122_photo_2025-06-17_13-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0123_2024-10-29_13-50-20.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0124_0e3316ac2ddb4bfc8212170480d0433a.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0125_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0126_photo_2025-06-14_07-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0127_2023-06-05_134516.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0128_photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0129_Python-Symbol.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0130_super-mario-bros_162.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0131_photo_2024-07-28_22-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0132_nn-mj-m3gl5pmqpT.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0133_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0134_fgms9ft_pxc_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0135_02.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0136_photo_2024-07-18_11-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0137_real-time-big-data-a.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0138_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0139_nn-mj-oqU2NLDfaI.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0140__2.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0141_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0142_2023-06-05_134509.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0143_skolkovo.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0144_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0145_dc48894a7f3817021a23.webp,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0146_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0147_09066d0d2c3a4aa6db06.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0148_IGOR7874_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0149_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0150_img_DZVzy7hiSoR0c1MR.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0151_scale_1200.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0152_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0153_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0154__.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0155_photo_2024-02-04_171.jpeg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0156_photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0157_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0158_photo_2025-10-24_163.jpeg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0159_45b1eb46cf5961c2188d.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0160_45b1eb46cf5961c2188d.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0161_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0162___3.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0163_photo_2024-07-21_20-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0164_aida-camp_logo-v2.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0165_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0166_photo_2024-06-01_105.jpeg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0167_nn-mj-ZU20DxCHxE.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0168_2023-06-05_134526.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0169_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0170_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0171_2-5_.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0172_2-5_.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0173__17_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0174_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0175_photo.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0176_IMG_1543.JPG,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0177_icons8-whatsapp-144.gif,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0178_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0179_32fd4584a075531af896.webp,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0180_photo_2024-02-04_161.jpeg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0181_photo_2024-02-04_161.jpeg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0182_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0183_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0184_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0185_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0186_32fd4584a075531af896.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0187_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0188_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0189_photo_2024-07-14_14-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0190__2.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0191_photo_2024-07-28_20-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0192_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0193_photo_2024-07-28_22-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0194_photo_2024-07-28_22-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0195_photo_2024-02-04_161.jpeg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0196_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0197_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0198_IMG_2194_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0199_63e9322f53ec8ca1b307.webp,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0200_ChatGPT_Image_8__202.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0201_ChatGPT_Image_8__202.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0202__1.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0203_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0204_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0205_telegram-cloud-photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0206___2.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0207__.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0208__.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0209_wi_jjl4TSQT_tjyaoYOt.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0210_wi_jjl4TSQT_tjyaoYOt.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0211_image.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0212_000000159-1.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0213_EGOR1174_1.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0214_ChatGPT_Image_8__202.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0215_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0216_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0217_photo.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0218_photo_2024-02-04_161.jpeg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0219_photo_2025-06-14_08-.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0220_photo.png,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
audit/old-site-2026-03-23/assets_export_v2/all_images/img_0221_photo.jpg,audit-legacy-export,untracked,legacy audit export snapshot,medium,archive,Historical export; preserve outside active tree
